position x,position y,position z,Rotdata x,Rotdata y,Rotdata z,Rotdata w
-0.0368582799900891,-0.5030951151027478,0.3920230287472561,0.9388985070815976,0.2823525159799028,-0.1783044836199733,0.083391613731721
-0.0492913278368661,-0.4802272976676565,0.3973621722927877,0.9373394308424324,0.2790958243188807,-0.180121955498654,0.1051493860328755
-0.0394853722411488,-0.4684642099995547,0.3919612966573812,0.935710505914255,0.271451561955257,-0.1864878531005848,0.1264206441989409
-0.05733634158895,-0.4505996976224656,0.3985779631159537,0.934504623365998,0.2722798646694215,-0.1752582236892733,0.1478152198944904
-0.0610229488419792,-0.443290120962748,0.406386311272547,0.932450929043204,0.2693430432123087,-0.1754362353635704,0.1649597445471346
-0.0613676636621191,-0.4252946282232441,0.3999077545434941,0.9312648940893228,0.2690525805304066,-0.1623682442195911,0.1843717961505462
-0.0848034914797619,-0.4143623492950463,0.4033512334246613,0.9311583494957726,0.2628697969960515,-0.1501823318698892,0.2031966170626023
-0.0940330289869044,-0.4159117693183282,0.40228549943543,0.928871654310903,0.2711517930794692,-0.1334432303811764,0.2141659617982079
-0.1031687919452375,-0.406253899407048,0.406386550906452,0.928108086477064,0.2739221085371632,-0.1210210098134472,0.221214767712671
-0.122327370324222,-0.4079686430239048,0.3984681357834853,0.927777660467123,0.2704073239161338,-0.108460982401662,0.2331195127121142
-0.1357237993834542,-0.4080650552682731,0.3967964628297418,0.9229874318280394,0.2826281273199706,-0.0875890578369687,0.2460562929134695
-0.1594031261614568,-0.3961406100367355,0.4075837861784501,0.9228781760882808,0.2858090896395443,-0.07064365568321,0.2482307601629886
-0.1695429277507204,-0.4098941737589618,0.4063965283929242,0.920824916509021,0.2920555226482256,-0.051611734934183,0.253221787458959
-0.186201561787607,-0.403605652420077,0.3990856980702217,0.9223821962228436,0.2979825973199201,-0.0277117723904062,0.2442324987723389
-0.2042466911088661,-0.4282058593305339,0.4002538539450428,0.9217784817546392,0.3031279029835999,-0.015332990313185,0.2412525739032304
-0.220117474489265,-0.4315289290426158,0.3981283865782532,0.9240667499382486,0.3028772224808967,0.0085804387139258,0.2330073085383732
-0.2237420070958826,-0.4361079429226897,0.4018435103133869,0.923331555943418,0.3068215167689439,0.0173370152965379,0.2302581649959872
-0.2271292969298945,-0.4539935472611517,0.4050631453763608,0.9228555473876808,0.3174928342368817,0.0403869090357752,0.2142541398492741
-0.2405944290825426,-0.4768868661576871,0.3960424254001281,0.927160692207346,0.3132539552764959,0.0505466313178395,0.199223614041219
-0.2451664532513154,-0.4847091959221816,0.4070777459106669,0.927959924386199,0.3147158029890023,0.064540978792675,0.188888337751781
-0.2455933623334484,-0.4881640730471642,0.4045556111349931,0.9287151791144173,0.3154152502576296,0.0655554584899487,0.183585995788256
-0.2447233023395641,-0.5213629928754157,0.4043497749613136,0.9338298571688294,0.3176987671883635,0.0802602418857956,0.1434837438857498
-0.2380368480980483,-0.5365885047557822,0.3975639029728551,0.9364886024541744,0.3162986404679058,0.079320490303379,0.1290446718373649
-0.2328396127026605,-0.546647699530002,0.3946276880493059,0.9379251498420192,0.319517448244224,0.0768250941385686,0.1109185217712798
-0.2152717328703999,-0.5520131166358595,0.3993147310580436,0.939597285162142,0.3218421507350386,0.0753894463598624,0.0888313182595583
-0.2053581789631324,-0.57111799282969,0.4035874603807213,0.9429107584812456,0.3189938737695597,0.0707363116055754,0.0644870859804602
-0.2055301490681683,-0.573956560906124,0.4035975371981903,0.943312706425892,0.3202371393093587,0.063924662556642,0.0593544439737849
-0.1848127407254898,-0.5841005838652602,0.3940243330345842,0.9464357568816582,0.3178792379837876,0.0472742139505812,0.0312617473926898
-0.1666427789810715,-0.5973279354811778,0.3999123587474984,0.945938980625926,0.3232421011144943,0.02413165431536,0.0114739818491787
-0.1540896424714207,-0.5975859497642717,0.3982349367276874,0.9485866983430332,0.3164532991225281,0.0063324336240865,0.0006967679154952
-0.1408003569282502,-0.6049095225174426,0.4031931213919967,-0.9462203424789658,-0.3230907247577024,0.0163153085527592,0.0036411208932965
-0.1311792947964613,-0.6028497662924653,0.4029845498501956,-0.9457885869236322,-0.3227542286020605,0.0346797869428169,0.0105341891994084
-0.1110180741827662,-0.5864967081925505,0.4022614555060086,-0.9475963037012504,-0.3135371247305221,0.0607856704473862,0.0077986470433423
-0.091731263025831,-0.5953237944249649,0.4056382459314012,-0.9444179831411394,-0.3176948113314597,0.0837179715589844,0.0116610981789913
-0.0834762212243447,-0.5752413442648856,0.3987922155527493,-0.9440420444330204,-0.3141726980969179,0.1003935844204967,0.0011235303425103
-0.0729242153659405,-0.5715267759490014,0.4056446922545638,0.943644048842758,0.3076386683792726,-0.1220411209297337,0.0005688617483561
-0.0580184054289723,-0.5596048461260087,0.4042057413777192,0.9423872202728166,0.3013291002090063,-0.1444528943343111,0.0155068292098953
-0.0528665177481136,-0.5350013053220564,0.3991913989875262,0.9408872344557644,0.2978655936242855,-0.156854428271988,0.0374698345940251
-0.0470123086775077,-0.5254945898505268,0.4056163468505959,0.9415133594156684,0.2858914774703864,-0.1716482403943806,0.0485338924993176
-0.036415387877832495,-0.5194062642293777,0.39476675781466986,0.9402594386986665,0.28519345896064824,-0.17306605798390168,0.06800748839681509
